18,2,30,40,44
18,2,39,23,49
18,2,48,7,5
18,2,37,25,44
18,2,46,26,31
18,2,20,11,30
18,2,44,25,45
18,2,38,36,0
18,2,29,23,17
18,2,3,49,9
18,2,46,29,39
18,2,25,36,31
18,2,0,46,25
18,2,3,5,45
18,2,1,7,30
18,2,40,23,0
18,2,21,31,37
18,2,46,30,45
18,2,11,39,21
18,2,7,36,39
18,2,7,9,31
18,2,38,36,13
18,2,44,46,25
18,2,48,42,44
18,2,40,3,25
18,2,0,39,44
18,2,13,7,23
18,2,0,46,49
18,2,20,25,45
18,2,31,42,36
18,2,46,3,45
18,2,48,1,13
18,2,11,24,44
18,2,19,40,3
18,2,29,19,31
18,2,49,20,44
18,2,20,31,48
18,2,24,40,29
18,2,7,48,17
18,2,25,49,17
18,2,5,1,46
18,2,5,39,13
18,2,11,36,1
18,2,42,7,23
18,2,40,49,3
18,2,11,5,17
18,2,19,20,37
18,2,9,39,25
18,2,29,25,5
18,2,3,23,46
18,2,25,48,31
18,2,11,44,23
18,2,19,36,20
18,2,46,20,5
18,2,42,0,31
18,2,11,49,44
18,2,13,19,40
18,2,37,5,20
18,2,11,29,3
18,2,1,9,39
18,2,21,48,20
18,2,45,30,1
18,2,3,46,11
18,2,44,30,5
18,2,44,25,24
18,2,37,42,11
18,2,40,45,36
18,2,49,0,36
18,2,30,11,46
18,2,36,11,44
18,2,45,7,20
18,2,25,1,21
18,2,36,25,3
18,2,25,0,38
18,2,39,48,11
18,2,36,24,26
18,2,7,38,45
18,2,1,5,13
18,2,9,19,31
18,2,38,11,21
18,2,11,23,31
18,2,20,17,40
18,2,30,19,42
18,2,11,13,0
18,2,44,1,3
18,2,46,38,3
18,2,39,19,17
18,2,49,25,37
18,2,46,40,1
18,2,49,13,36
18,2,38,9,19
18,2,24,39,40
18,2,48,23,46
18,2,40,38,36
18,2,31,19,0
18,2,49,25,20
18,2,30,0,36
18,2,36,17,46
18,2,29,26,48
18,2,0,31,25
18,2,23,7,0
18,2,37,19,9
18,2,26,37,9
18,2,21,45,17
18,2,9,20,37
18,2,45,13,26
18,2,38,44,13
18,2,31,20,46
18,2,24,20,37
18,2,5,44,42
18,2,0,36,3
18,2,37,29,23
18,2,13,36,23
18,2,0,44,40
18,2,44,9,36
18,2,3,38,9
18,2,7,1,37
18,2,42,3,49
18,2,37,36,20
18,2,5,25,20
18,2,1,3,7
18,2,46,24,39
18,2,48,9,46
18,2,49,26,38
18,2,1,7,19
18,2,49,39,31
18,2,39,17,5
18,2,48,21,11
18,2,20,42,29
18,2,13,7,26
18,2,49,29,9
18,2,45,26,0
18,2,37,13,30
18,2,9,7,19
18,2,1,44,0
18,2,40,19,44
18,2,17,0,11
18,2,42,21,13
18,2,7,9,44
18,2,1,37,39
18,2,25,39,31
18,2,30,29,42
18,2,20,48,49
18,2,31,21,5
18,2,3,45,9
18,2,13,1,3
18,2,11,44,0
18,2,46,36,45
18,2,39,3,23
18,2,5,21,42
18,2,45,0,3
18,2,30,25,46
18,2,7,40,11
18,2,23,46,7
18,2,3,42,5
18,2,36,37,23
18,2,31,0,46
18,2,30,29,1
18,2,38,19,40
18,2,49,30,3
18,2,19,9,36
18,2,1,13,9
18,2,49,0,11
18,2,36,42,0
18,2,9,17,26
18,2,44,11,26
18,2,9,49,13
18,2,1,9,45
18,2,44,1,38
18,2,21,49,3
18,2,36,24,29
18,2,30,26,23
18,2,48,0,5
18,2,20,45,23
18,2,9,24,1
18,2,29,38,0
18,2,30,44,21
18,2,37,38,1
18,2,20,5,48
18,2,9,38,40
18,2,7,17,45
18,2,13,40,9
18,2,20,19,39
18,2,30,7,37
18,2,38,39,42
18,2,20,37,31
18,2,9,49,36
18,2,5,3,30
18,2,45,38,20
18,2,25,30,7
18,2,40,7,48
18,2,48,46,49
18,2,37,49,44
18,2,19,9,25
18,2,46,38,49
18,2,11,42,7
18,2,11,0,25
18,2,11,42,48
18,2,24,3,38
18,2,30,39,23
