44,31,38,43,7
44,31,47,43,22
44,31,43,23,6
44,31,9,23,15
44,31,16,38,22
44,31,21,36,47
44,31,29,3,25
44,31,35,6,11
44,31,36,11,0
44,31,36,18,25
44,31,35,22,45
44,31,29,22,9
44,31,35,1,43
44,31,36,15,6
44,31,49,38,29
44,31,49,16,1
44,31,16,6,18
44,31,38,35,18
44,31,16,7,47
44,31,0,47,25
44,31,22,11,15
44,31,7,38,30
44,31,3,23,16
44,31,45,35,25
44,31,18,49,21
44,31,45,22,3
44,31,33,0,38
44,31,7,18,43
44,31,33,0,30
44,31,3,0,22
44,31,23,1,49
44,31,15,22,45
44,31,34,6,23
44,31,21,38,25
44,31,36,29,6
44,31,1,34,7
44,31,3,22,30
44,31,29,22,15
44,31,21,45,9
44,31,6,9,47
44,31,18,21,22
44,31,30,0,18
44,31,25,23,6
44,31,49,22,15
44,31,45,25,7
44,31,1,30,36
44,31,30,0,29
44,31,30,9,7
44,31,18,22,1
44,31,0,33,18
44,31,15,0,22
44,31,3,22,34
44,31,9,7,49
44,31,33,9,38
44,31,34,3,21
44,31,22,25,6
44,31,33,1,0
44,31,29,15,33
44,31,30,11,36
44,31,35,0,38
44,31,34,47,49
44,31,33,45,6
44,31,36,38,0
44,31,23,47,1
44,31,15,21,16
44,31,47,21,16
44,31,33,0,35
44,31,45,18,16
44,31,23,3,6
44,31,47,35,45
44,31,33,43,25
44,31,15,25,47
44,31,11,18,1
44,31,18,36,34
44,31,45,47,9
44,31,34,29,35
44,31,7,25,21
44,31,7,29,23
44,31,15,34,38
44,31,18,21,22
44,31,34,9,45
44,31,29,6,45
44,31,25,0,36
44,31,23,49,35
44,31,25,35,33
44,31,43,1,9
44,31,38,33,36
44,31,11,43,7
44,31,7,1,18
44,31,34,47,21
44,31,23,21,18
44,31,9,25,11
44,31,29,1,25
44,31,15,11,23
44,31,49,23,38
44,31,23,25,49
44,31,47,38,0
44,31,23,45,35
44,31,23,45,15
44,31,16,21,6
44,31,47,43,6
44,31,18,7,6
44,31,23,7,0
44,31,18,29,0
44,31,33,9,43
44,31,1,11,21
44,31,9,45,21
44,31,7,9,11
44,31,29,36,9
44,31,15,11,25
44,31,1,15,22
44,31,36,22,47
44,31,1,16,23
44,31,7,0,11
44,31,21,33,18
44,31,22,25,36
44,31,47,49,6
44,31,7,11,0
44,31,16,7,38
44,31,16,29,30
44,31,34,38,11
44,31,0,6,15
44,31,6,25,36
44,31,30,21,38
44,31,33,16,18
44,31,47,15,21
44,31,18,43,22
44,31,7,25,49
44,31,6,21,45
44,31,30,33,38
44,31,3,38,9
44,31,22,33,16
44,31,3,38,6
44,31,22,35,33
44,31,47,45,29
44,31,1,7,23
44,31,30,29,34
44,31,33,1,0
44,31,15,22,9
44,31,34,7,38
44,31,35,7,23
44,31,38,11,18
44,31,9,11,36
44,31,16,47,3
44,31,36,23,18
44,31,35,21,36
44,31,23,11,35
44,31,23,36,45
44,31,3,21,7
44,31,16,45,9
44,31,23,3,49
44,31,43,6,18
44,31,6,7,49
44,31,6,23,16
44,31,38,22,43
44,31,34,1,15
44,31,9,6,33
44,31,11,22,47
44,31,9,7,22
44,31,33,16,0
44,31,18,11,3
44,31,45,21,25
44,31,15,35,29
44,31,49,15,1
44,31,3,47,38
44,31,45,23,34
44,31,34,36,33
44,31,7,47,3
44,31,18,34,22
44,31,33,15,0
44,31,36,0,34
44,31,9,35,3
44,31,18,47,25
44,31,33,49,25
44,31,15,33,36
44,31,6,35,25
44,31,9,38,30
44,31,23,6,3
44,31,1,43,30
44,31,33,47,49
44,31,29,9,21
44,31,1,22,6
44,31,16,3,25
44,31,38,15,21
44,31,3,0,23
44,31,36,30,7
44,31,9,18,7
44,31,11,45,23
44,31,1,6,43
44,31,6,49,22
44,31,47,22,36
44,31,43,35,22
44,31,1,33,0
44,31,25,47,6
44,31,18,22,6
44,31,11,9,36
44,31,16,34,38
44,31,30,11,21
44,31,0,35,29
44,31,3,6,34
